campaign_id,campaign_name,start_date,end_date,channel
CAM000795,Member Exclusive 000795,2021-07-03,2021-07-18,Affiliate
CAM000796,Ramadan Sale 000796,2020-03-21,2020-04-20,Social Media
CAM000797,Member Exclusive 000797,2024-07-05,2024-08-01,Display Ads
CAM000798,Back to School 000798,2023-10-07,2023-10-27,Push Notification
CAM000799,Black Friday 000799,2021-03-03,2021-04-02,SMS
CAM000800,Back to School 000800,2025-05-13,2025-05-16,Social Media
CAM000801,Ramadan Sale 000801,2025-05-24,2025-06-19,Display Ads
CAM000802,Back to School 000802,2024-03-24,2024-04-11,Display Ads
CAM000803,Back to School 000803,2023-05-22,2023-06-16,Push Notification
CAM000804,Weekend Sale 000804,2025-02-17,2025-02-27,SMS
CAM000805,Year End Sale 000805,2024-05-07,2024-05-19,Push Notification
CAM000806,Black Friday 000806,2022-12-28,2023-01-20,SMS
CAM000807,Weekend Sale 000807,2021-06-19,2021-07-03,Push Notification
CAM000808,Flash Sale 000808,2022-08-12,2022-08-18,SMS
CAM000809,Black Friday 000809,2025-02-15,2025-02-24,SMS
CAM000810,Member Exclusive 000810,2022-04-27,2022-05-01,Social Media
CAM000811,New Year Sale 000811,2024-02-27,2024-03-05,SMS
CAM000812,Member Exclusive 000812,2023-02-07,2023-02-28,Display Ads
CAM000813,Lebaran Sale 000813,2022-05-05,2022-05-17,Social Media
CAM000814,Year End Sale 000814,2021-11-06,2021-11-16,Affiliate
CAM000815,Flash Sale 000815,2024-09-02,2024-09-12,Affiliate
CAM000816,Black Friday 000816,2023-09-02,2023-09-26,SMS
CAM000817,Flash Sale 000817,2024-04-12,2024-05-11,Display Ads
CAM000818,Flash Sale 000818,2023-08-07,2023-09-02,Push Notification
CAM000819,Black Friday 000819,2020-12-10,2021-01-05,Social Media
CAM000820,Weekend Sale 000820,2020-10-13,2020-11-08,Push Notification
CAM000821,New Year Sale 000821,2021-01-11,2021-01-31,Affiliate
CAM000822,Ramadan Sale 000822,2020-03-10,2020-04-08,Display Ads
CAM000823,New Year Sale 000823,2020-04-09,2020-05-06,Push Notification
CAM000824,Back to School 000824,2020-10-08,2020-11-06,Email
CAM000825,New Year Sale 000825,2023-12-19,2023-12-26,Social Media
CAM000826,Black Friday 000826,2022-11-01,2022-11-18,Email
CAM000827,Member Exclusive 000827,2023-06-19,2023-07-12,Push Notification
CAM000828,New Year Sale 000828,2023-09-12,2023-09-30,Email
CAM000829,Year End Sale 000829,2022-12-25,2023-01-14,Email
CAM000830,Independence Day 000830,2020-02-04,2020-02-23,Affiliate
CAM000831,Weekend Sale 000831,2021-08-10,2021-08-13,Display Ads
CAM000832,Lebaran Sale 000832,2023-10-12,2023-10-28,Email
CAM000833,Weekend Sale 000833,2025-02-23,2025-03-01,Social Media
CAM000834,Member Exclusive 000834,2021-05-08,2021-05-17,Affiliate
CAM000835,Black Friday 000835,2021-05-31,2021-06-29,SMS
CAM000836,Ramadan Sale 000836,2024-06-16,2024-07-01,SMS
CAM000837,Flash Sale 000837,2025-05-18,2025-06-02,Affiliate
CAM000838,Back to School 000838,2021-05-13,2021-06-07,SMS
CAM000839,Ramadan Sale 000839,2023-11-01,2023-11-30,Display Ads
CAM000840,New Year Sale 000840,2024-10-23,2024-11-15,Email
CAM000841,Year End Sale 000841,2022-04-10,2022-04-25,Affiliate
CAM000842,New Year Sale 000842,2022-09-01,2022-09-05,Display Ads
CAM000843,Flash Sale 000843,2020-12-16,2020-12-21,Push Notification
CAM000844,Black Friday 000844,2023-08-13,2023-09-10,Affiliate
CAM000845,Weekend Sale 000845,2024-10-23,2024-10-29,Email
CAM000846,Member Exclusive 000846,2021-04-15,2021-04-24,Push Notification
CAM000847,Ramadan Sale 000847,2021-07-09,2021-07-13,Display Ads
CAM000848,Weekend Sale 000848,2025-03-10,2025-03-21,Affiliate
CAM000849,Lebaran Sale 000849,2023-09-09,2023-09-13,SMS
CAM000850,Member Exclusive 000850,2020-02-02,2020-02-11,Social Media
CAM000851,Year End Sale 000851,2024-03-20,2024-04-18,Email
CAM000852,Member Exclusive 000852,2021-09-04,2021-09-12,Social Media
CAM000853,Year End Sale 000853,2023-03-06,2023-04-04,Display Ads
CAM000854,Black Friday 000854,2025-01-10,2025-01-30,Push Notification
CAM000855,Lebaran Sale 000855,2024-03-27,2024-04-22,Display Ads
CAM000856,Weekend Sale 000856,2024-01-23,2024-01-28,Display Ads
CAM000857,New Year Sale 000857,2025-06-18,2025-07-02,Email
CAM000858,Ramadan Sale 000858,2022-06-14,2022-06-24,SMS
CAM000859,Member Exclusive 000859,2023-05-24,2023-06-20,Affiliate
CAM000860,Black Friday 000860,2022-03-23,2022-04-19,Email
CAM000861,Flash Sale 000861,2023-07-22,2023-08-02,Push Notification
CAM000862,Weekend Sale 000862,2021-04-12,2021-04-26,Push Notification
CAM000863,Member Exclusive 000863,2022-06-03,2022-06-11,Display Ads
CAM000864,Member Exclusive 000864,2022-02-17,2022-02-22,SMS
CAM000865,Ramadan Sale 000865,2024-06-22,2024-07-02,Email
CAM000866,Year End Sale 000866,2021-07-02,2021-07-09,Display Ads
CAM000867,Lebaran Sale 000867,2024-05-24,2024-06-16,Display Ads
CAM000868,Black Friday 000868,2022-03-08,2022-03-21,Email
CAM000869,Independence Day 000869,2020-07-06,2020-07-09,Push Notification
CAM000870,Independence Day 000870,2022-01-07,2022-02-03,Email
CAM000871,Lebaran Sale 000871,2020-09-28,2020-10-03,Push Notification
CAM000872,Weekend Sale 000872,2022-07-08,2022-07-28,Affiliate
CAM000873,New Year Sale 000873,2022-04-15,2022-04-21,Email
CAM000874,Ramadan Sale 000874,2021-12-25,2022-01-14,Affiliate
CAM000875,Black Friday 000875,2023-05-09,2023-06-06,Push Notification
CAM000876,Year End Sale 000876,2020-01-26,2020-02-07,Push Notification
CAM000877,Weekend Sale 000877,2024-05-14,2024-05-19,Social Media
CAM000878,Lebaran Sale 000878,2023-03-17,2023-04-05,Display Ads
CAM000879,Lebaran Sale 000879,2022-02-18,2022-02-26,SMS
CAM000880,Flash Sale 000880,2021-09-08,2021-09-19,Social Media
CAM000881,Year End Sale 000881,2020-05-09,2020-05-17,SMS
CAM000882,Flash Sale 000882,2022-05-12,2022-05-24,Email
CAM000883,Back to School 000883,2022-01-09,2022-01-20,Display Ads
CAM000884,Member Exclusive 000884,2023-07-04,2023-07-22,Affiliate
CAM000885,Ramadan Sale 000885,2021-02-04,2021-02-21,Social Media
CAM000886,Year End Sale 000886,2021-09-15,2021-09-18,SMS
CAM000887,Year End Sale 000887,2024-09-19,2024-10-11,SMS
CAM000888,Year End Sale 000888,2022-06-20,2022-07-03,Display Ads
CAM000889,Lebaran Sale 000889,2025-06-18,2025-07-10,SMS
CAM000890,Back to School 000890,2021-10-18,2021-11-09,Push Notification
CAM000891,Year End Sale 000891,2021-10-05,2021-10-13,SMS
CAM000892,Flash Sale 000892,2021-08-19,2021-09-14,Affiliate
CAM000893,Black Friday 000893,2024-05-20,2024-05-30,Push Notification
CAM000894,Year End Sale 000894,2021-07-28,2021-08-26,SMS
CAM000895,Back to School 000895,2020-08-21,2020-09-11,Affiliate
CAM000896,Weekend Sale 000896,2023-01-22,2023-01-30,Email
CAM000897,Flash Sale 000897,2025-05-05,2025-05-31,Display Ads
CAM000898,Independence Day 000898,2021-03-05,2021-03-22,Display Ads
CAM000899,Year End Sale 000899,2020-05-21,2020-06-19,Display Ads
CAM000900,Independence Day 000900,2022-10-19,2022-10-26,Social Media
CAM000901,Lebaran Sale 000901,2021-06-01,2021-06-25,Display Ads
CAM000902,Year End Sale 000902,2022-05-16,2022-06-13,Email
CAM000903,Flash Sale 000903,2022-07-08,2022-07-30,Affiliate
CAM000904,Weekend Sale 000904,2022-03-31,2022-04-20,Display Ads
CAM000905,New Year Sale 000905,2022-05-06,2022-05-26,SMS
CAM000906,Weekend Sale 000906,2023-12-07,2024-01-04,Affiliate
CAM000907,Ramadan Sale 000907,2023-07-30,2023-08-04,Social Media
CAM000908,Black Friday 000908,2023-09-08,2023-10-02,Social Media
CAM000909,New Year Sale 000909,2023-08-18,2023-09-09,Affiliate
CAM000910,Year End Sale 000910,2023-08-14,2023-09-07,SMS
CAM000911,Year End Sale 000911,2025-05-31,2025-06-28,Email
CAM000912,Independence Day 000912,2020-01-22,2020-01-28,Social Media
CAM000913,Weekend Sale 000913,2022-11-11,2022-12-07,Affiliate
CAM000914,Member Exclusive 000914,2023-04-03,2023-04-28,Social Media
CAM000915,Year End Sale 000915,2022-07-01,2022-07-15,Push Notification
CAM000916,Member Exclusive 000916,2024-04-30,2024-05-24,Display Ads
CAM000917,Black Friday 000917,2022-10-21,2022-10-28,Email
CAM000918,Independence Day 000918,2022-09-15,2022-09-21,Push Notification
CAM000919,Ramadan Sale 000919,2025-02-28,2025-03-05,Display Ads
CAM000920,Independence Day 000920,2020-10-17,2020-10-31,SMS
CAM000921,Back to School 000921,2022-07-21,2022-08-18,Affiliate
CAM000922,Flash Sale 000922,2022-09-16,2022-09-30,Email
CAM000923,Flash Sale 000923,2022-06-16,2022-07-12,SMS
CAM000924,New Year Sale 000924,2020-05-17,2020-05-29,Display Ads
CAM000925,Black Friday 000925,2020-08-23,2020-08-26,Display Ads
CAM000926,Lebaran Sale 000926,2020-08-11,2020-09-04,Display Ads
CAM000927,Lebaran Sale 000927,2021-05-14,2021-06-02,Affiliate
CAM000928,Weekend Sale 000928,2020-11-23,2020-12-06,Push Notification
CAM000929,Back to School 000929,2025-05-16,2025-06-02,Push Notification
CAM000930,Lebaran Sale 000930,2023-07-13,2023-07-21,Display Ads
CAM000931,Year End Sale 000931,2023-09-08,2023-09-24,Email
CAM000932,Back to School 000932,2024-02-19,2024-03-12,Push Notification
CAM000933,Year End Sale 000933,2023-04-27,2023-05-13,Email
CAM000934,Back to School 000934,2023-12-14,2023-12-23,SMS
CAM000935,Ramadan Sale 000935,2024-03-20,2024-04-14,Affiliate
CAM000936,Weekend Sale 000936,2020-07-27,2020-08-24,Social Media
CAM000937,Back to School 000937,2022-01-19,2022-02-01,Push Notification
CAM000938,Flash Sale 000938,2020-08-21,2020-09-01,Affiliate
CAM000939,Black Friday 000939,2025-06-01,2025-06-24,Affiliate
CAM000940,Year End Sale 000940,2022-03-06,2022-03-28,Affiliate
CAM000941,Black Friday 000941,2020-08-21,2020-09-04,Push Notification
CAM000942,Independence Day 000942,2023-06-18,2023-06-26,Affiliate
CAM000943,Lebaran Sale 000943,2023-04-23,2023-04-28,SMS
CAM000944,Independence Day 000944,2020-08-29,2020-09-08,Email
CAM000945,Lebaran Sale 000945,2021-01-09,2021-01-23,Affiliate
CAM000946,Member Exclusive 000946,2022-03-06,2022-03-22,Social Media
CAM000947,Year End Sale 000947,2023-03-23,2023-04-07,Social Media
CAM000948,Weekend Sale 000948,2022-09-23,2022-10-16,Display Ads
CAM000949,Lebaran Sale 000949,2025-02-25,2025-03-20,Affiliate
CAM000950,Independence Day 000950,2020-12-07,2020-12-25,Social Media
CAM000951,Flash Sale 000951,2021-01-18,2021-01-31,Affiliate
CAM000952,Black Friday 000952,2020-04-19,2020-05-19,Email
CAM000953,Back to School 000953,2022-09-19,2022-09-26,Push Notification
CAM000954,Weekend Sale 000954,2025-05-27,2025-06-16,Display Ads
CAM000955,Flash Sale 000955,2022-10-10,2022-10-26,Push Notification
CAM000956,Flash Sale 000956,2023-12-25,2024-01-23,Push Notification
CAM000957,Member Exclusive 000957,2020-12-08,2020-12-13,Email
CAM000958,Back to School 000958,2024-06-17,2024-07-14,SMS
CAM000959,Back to School 000959,2020-03-07,2020-03-18,Affiliate
CAM000960,Flash Sale 000960,2021-08-14,2021-08-22,Affiliate
CAM000961,Flash Sale 000961,2024-02-29,2024-03-27,Affiliate
CAM000962,Member Exclusive 000962,2022-11-12,2022-11-18,Email
CAM000963,Weekend Sale 000963,2021-07-02,2021-07-29,SMS
CAM000964,New Year Sale 000964,2023-01-15,2023-02-13,Display Ads
CAM000965,Back to School 000965,2022-06-22,2022-07-12,Push Notification
CAM000966,Back to School 000966,2020-07-28,2020-08-23,SMS
CAM000967,Flash Sale 000967,2024-11-26,2024-11-30,SMS
CAM000968,Ramadan Sale 000968,2021-12-14,2022-01-13,Push Notification
CAM000969,Back to School 000969,2024-11-07,2024-11-13,Social Media
CAM000970,Member Exclusive 000970,2024-07-18,2024-08-13,Display Ads
CAM000971,Member Exclusive 000971,2021-12-19,2022-01-18,Display Ads
CAM000972,Member Exclusive 000972,2022-05-26,2022-06-03,Social Media
CAM000973,Back to School 000973,2024-05-26,2024-06-04,Email
CAM000974,Weekend Sale 000974,2023-03-13,2023-03-27,SMS
CAM000975,Lebaran Sale 000975,2023-05-07,2023-05-27,SMS
CAM000976,Independence Day 000976,2023-12-12,2023-12-24,Affiliate
CAM000977,Weekend Sale 000977,2021-07-01,2021-07-31,Display Ads
CAM000978,Lebaran Sale 000978,2024-07-27,2024-08-02,Push Notification
CAM000979,Independence Day 000979,2025-02-24,2025-02-28,Display Ads
CAM000980,Lebaran Sale 000980,2020-09-16,2020-10-11,Social Media
CAM000981,Black Friday 000981,2020-10-26,2020-11-20,Social Media
CAM000982,Year End Sale 000982,2024-04-08,2024-05-07,Push Notification
CAM000983,Independence Day 000983,2020-10-18,2020-11-08,Display Ads
CAM000984,Flash Sale 000984,2022-04-28,2022-05-13,Email
CAM000985,Ramadan Sale 000985,2023-07-21,2023-08-18,Push Notification
CAM000986,Independence Day 000986,2022-11-21,2022-12-17,Display Ads
CAM000987,Flash Sale 000987,2025-04-01,2025-04-15,Push Notification
CAM000988,New Year Sale 000988,2021-11-01,2021-11-22,Display Ads
CAM000989,Flash Sale 000989,2020-07-09,2020-08-04,Display Ads
CAM000990,Black Friday 000990,2023-09-22,2023-10-17,Email
CAM000991,Year End Sale 000991,2024-06-17,2024-07-07,Social Media
CAM000992,Back to School 000992,2025-06-05,2025-06-21,Push Notification
CAM000993,Independence Day 000993,2021-07-03,2021-07-16,SMS
CAM000994,Lebaran Sale 000994,2023-01-25,2023-02-15,Affiliate
CAM000995,Black Friday 000995,2024-10-11,2024-10-29,Display Ads
CAM000996,New Year Sale 000996,2024-04-10,2024-04-14,Email
CAM000997,Flash Sale 000997,2023-07-06,2023-08-03,Email
CAM000998,Lebaran Sale 000998,2020-09-11,2020-10-11,Push Notification
CAM000999,Year End Sale 000999,2022-07-23,2022-07-26,Social Media
CAM001000,Independence Day 001000,2023-11-11,2023-11-18,Social Media
